Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Residential Type
22273,2022,08/21/2023,Darien,104 HOLMES AVE,534170.0,1275000.0,0.4189,Single Family
220107,2022,12/02/2022,Groton,17 BRIAR HILL RD,213430.0,395000.0,0.5403,Single Family
220262,2022,05/23/2023,Vernon,12-14 DAVIS AVE,191460.0,200000.0,0.9573,Two Family
221322,2022,08/09/2023,Fairfield,656 FAIRFIELD BEACH ROAD,654360.0,1370000.0,0.4776,Single Family
22286,2022,08/22/2023,Montville,229 MASSAPEAG RD,191520.0,224000.0,0.855,Single Family
220023,2022,10/12/2022,Wallingford,66 DANNYS WAY,174200.0,325000.0,0.536,Condo
220087,2022,02/22/2023,Clinton,32 PLEASANT VALLEY RD,205200.0,420000.0,0.4885,Single Family
2200006,2022,10/11/2022,Plymouth,12 ADAMS DRIVE,130060.0,280000.0,0.4645,Single Family
220195,2022,12/15/2022,Torrington,473 EVERGREEN RD,52590.0,210000.0,0.2504,Condo
2200195,2022,07/20/2023,Seymour,37 ROSKO ST,114520.0,200000.0,0.5726,Single Family
220231,2022,11/09/2022,Waterbury,198 WESTMONT DR,134810.0,260000.0,0.5185,Single Family
220438,2022,07/13/2023,Wallingford,7 WHIFFLE TREE RD,237600.0,550000.0,0.432,Single Family
2200296,2022,05/17/2023,New Milford,78 SO KENT RD,195900.0,420000.0,0.4664,Single Family
22066,2022,12/07/2022,Wilton,60 BORGLUM RD,487130.0,1205000.0,0.4042,Single Family
220501,2022,05/01/2023,New Haven,200 PECK ST,175840.0,330000.0,0.5328,Three Family
220114,2022,03/20/2023,Windham,144 SPRING ST,78120.0,209000.0,0.3737,Single Family
222177,2022,07/18/2023,Bridgeport,126 SHERIDAN ST #128,137100.0,282500.0,0.4853,Two Family
220320,2022,01/13/2023,Milford,35 SOUTH ST,245020.0,390000.0,0.6282,Single Family
220172,2022,12/08/2022,New Haven,146 SPRINGSIDE AV UNIT C-14,59780.0,110000.0,0.5434,Condo
2200034,2022,10/17/2022,Naugatuck,181 PLATTS MILL RD,124390.0,189500.0,0.6564,Single Family
220682,2022,02/08/2023,Waterbury,133 HAMDEN AVE #10C,46143.0,110000.0,0.4194,Condo
220632,2022,06/07/2023,Meriden,185 BRADLEY AVE,163660.0,264000.0,0.6199,Single Family
220530,2022,03/06/2023,Fairfield,49 STONELEIGH SQUARE,352450.0,705000.0,0.4999,Single Family
220137,2022,03/20/2023,Ledyard,944-03 LONG COVE RD,34790.0,32000.0,1.0871,Single Family
22031,2022,03/02/2023,Chester,9 PRATT STREET,156720.0,262500.0,0.597,Single Family
222142,2022,07/10/2023,Bridgeport,170 HAWTHORNE ST UNIT #2B,64550.0,175000.0,0.3688,Condo
220211,2022,06/08/2023,Ledyard,24 PHEASANT RUN DR,130410.0,331000.0,0.394,Single Family
220157,2022,11/15/2022,Milford,58 NOBLE AVE,318980.0,620000.0,0.5144,Single Family
220189,2022,08/14/2023,Coventry,445 GOOSE LN,199500.0,350000.0,0.57,Single Family
220280,2022,07/06/2023,Wethersfield,180 COPPERMILL RD,195760.0,490000.0,0.3995,Single Family
220670,2022,05/25/2023,Milford,5 GARDEN ST,162240.0,120000.0,1.352,Single Family
220128,2022,01/30/2023,New London,11 CLOVER CT,65170.0,150000.0,0.4344,Single Family
220273,2022,07/31/2023,Killingly,11 LAFANTASIE RD,190400.0,486000.0,0.3917,Single Family
220778,2022,08/23/2023,Stratford,190 LOBDELL DRIVE,164640.0,505000.0,0.326,Single Family
223380,2022,07/03/2023,Newington,258 DEMING ST,127750.0,1533333.0,0.0833,Single Family
220143,2022,01/10/2023,Vernon,17 SOUTH TERR,20900.0,52000.0,0.4019,Single Family
2200013,2022,10/06/2022,Naugatuck,1081 NEW HAVEN RD #11C,82740.0,145000.0,0.5706,Condo
220097,2022,05/03/2023,Canton,9 TOWN BRIDGE ROAD,276090.0,314200.0,0.8787,Single Family
22000116,2022,01/05/2023,Cheshire,335 SORGHUM RIDGE RD,254730.0,545000.0,0.4673,Single Family
220242,2022,09/25/2023,Suffield,820 COPPERHILL RD,140910.0,604325.0,0.2331,Single Family
220187,2022,09/06/2023,Harwinton,202 DELAY RD,194090.0,262500.0,0.7393,Single Family
220481,2022,02/02/2023,Fairfield,12 BROOKDALE ROAD,393540.0,750000.0,0.5247,Single Family
220520,2022,08/25/2023,Shelton,42 PLASKON DR,187460.0,428000.0,0.4379,Single Family
220313,2022,08/30/2023,East Lyme,10 TARRYTOWN LN,383320.0,750000.0,0.511,Condo
220188,2022,12/14/2022,New Haven,675 TOWNSEND AV 411,129290.0,205000.0,0.6306,Condo
220343,2022,09/20/2023,Wolcott,13 SANFORD ST,125100.0,275000.0,0.4549,Single Family
220375,2022,03/20/2023,Greenwich,118 SHEEPHILL ROAD,508760.0,1170000.0,0.4348,Single Family
220856,2022,08/17/2023,Greenwich,DAVIS AVENUE 0175,605150.0,850000.0,0.7119,Single Family
221005,2022,07/28/2023,Norwalk,50 AIKEN STREET UNIT 302,185130.0,385000.0,0.4808,Condo
2200418,2022,08/04/2023,New Milford,38-22 SUNNY VALLE THSE,82810.0,183000.0,0.4525,Condo
2200016,2022,12/12/2022,Killingworth,8 LIVEMORE TRAIL,34300.0,85000.0,0.4035,Single Family
2200359,2022,05/01/2023,East Hartford,4 CREE RD,19710.0,21000.0,0.9385,Condo
220377,2022,03/01/2023,Hamden,50 RED ROCK TR,158200.0,100000.0,1.582,Single Family
220268,2022,08/28/2023,Brookfield,104 KELLOGG ST,487920.0,1500000.0,0.3253,Single Family
22022,2022,03/13/2023,Marlborough,37 SANER RD,307590.0,483000.0,0.6368,Single Family
220472,2022,04/26/2023,Stratford,443A NORTH TRAIL,153720.0,438000.0,0.3509,Condo
221983,2022,06/02/2023,Bridgeport,8 JETLAND PLACE #10,211190.0,490000.0,0.431,Two Family
220934,2022,09/22/2023,West Hartford,78 WESTPOINT TERRACE,168560.0,260000.0,0.6483,Single Family
220501,2022,03/29/2023,Hartford,9 CATHERINE ST,26240.0,158500.0,0.1656,Single Family
2200957,2022,05/17/2023,Stamford,99 PROSPECT STREET # P-5K,115630.0,215000.0,0.5378,Condo
220049,2022,07/06/2023,Kent,36 DOLLDORF RD,263600.0,600000.0,0.4393,Single Family
22085,2022,07/11/2023,North Stonington,41 POND DR,119700.0,216000.0,0.5541,Single Family
220161,2022,07/03/2023,Clinton,5B OAK HILLS DR,121700.0,280000.0,0.4346,Condo
22296,2022,08/18/2023,Montville,7 ILLINOIS CT,122710.0,235000.0,0.5221,Single Family
220103,2022,12/16/2022,Wethersfield,8 MCMULLEN AVE,141000.0,205000.0,0.6878,Single Family
220198,2022,05/31/2023,Ledyard,61 INCHCLIFFE DR,214270.0,500000.0,0.4285,Single Family
22027,2022,12/02/2022,Lebanon,391 GOSHEN HILL RD,150700.0,335000.0,0.4498,Single Family
220458,2022,03/30/2023,Hamden,13 SERAFIN CT,172900.0,330000.0,0.5239,Single Family
2200268,2022,11/18/2022,Stamford,12 BRINCKERHOFF AVE,437955.0,790000.0,0.5543,Single Family
220168,2022,12/05/2022,Hamden,687 RIDGE RD,181580.0,364500.0,0.4981,Single Family
220169,2022,11/01/2022,Bridgeport,333 VINCELLETTE ST UNIT #78,79480.0,189900.0,0.4185,Condo
220585,2022,06/08/2023,West Hartford,20 MEADOWBROOK ROAD,320390.0,600000.0,0.5339,Single Family
220604,2022,06/20/2023,West Haven,101 BEATRICE DR,126910.0,340000.0,0.3732,Single Family
220041,2022,01/18/2023,Weston,3 PINK CLOUD LANE,558400.0,1920000.0,0.2908,Single Family
220933,2022,09/12/2023,Hartford,17-19 MEADOW ST,84415.0,330000.0,0.2558,Three Family
220708,2022,06/13/2023,Hartford,37-39 WEST RAYMOND ST,83680.0,212000.0,0.3947,Two Family
220210,2022,04/04/2023,Westport,35 BRIDGE STREET #201,139790.0,329216.0,0.4246,Condo
2200862,2022,04/27/2023,Stamford,1 BROAD STREET #PH23A,713470.0,890250.0,0.8014,Condo
220058,2022,05/23/2023,East Granby,17 SCHOOLHOUSE LANDING,189800.0,395000.0,0.4805,Condo
220462,2022,04/03/2023,West Haven,598 WASHINGTON AVE,169610.0,395000.0,0.4293,Two Family
220754,2022,08/15/2023,Stratford,412 WINDSOR AVENUE,165900.0,400200.0,0.4145,Single Family
220308,2022,09/13/2023,East Windsor,42 WINDSORVILLE RD,78050.0,135000.0,0.5781,Single Family
22136,2022,02/03/2023,Watertown,365 WOODBURY RD,115100.0,300000.0,0.3837,Single Family
220127,2022,01/17/2023,Westport,60 WHITNEY GLEN DRIVE,342200.0,664000.0,0.5154,Condo
220169,2022,12/13/2022,Fairfield,256 REEF ROAD,328090.0,500000.0,0.6561,Single Family
220779,2022,08/23/2023,Stratford,945 RIVERTON TERRACE,187040.0,530000.0,0.3529,Single Family
220116,2022,02/28/2023,Windsor Locks,532 MULBERRY ST,167930.0,339900.0,0.494,Single Family
220165,2022,04/25/2023,Plainville,98 COOKE ST,127960.0,305000.0,0.4195,Single Family
220497,2022,05/04/2023,Greenwich,25 OAK RIDGE STREET,580930.0,1100000.0,0.5281,Three Family
22000347,2022,08/14/2023,Cheshire,588 COUNTRY CLUB RD,251750.0,539000.0,0.467,Single Family
220052,2022,03/15/2023,New Hartford,85 DUTTON ROAD,223580.0,350000.0,0.6388,Single Family
22131,2022,05/09/2023,Monroe,63 BIRCHWOOD ROAD,208100.0,400000.0,0.5202,Single Family
220951,2022,04/14/2023,Bridgeport,47-D ENID ST UNIT #16,47000.0,138000.0,0.3405,Condo
220454,2022,07/12/2023,Shelton,20 KING ST,229530.0,426000.0,0.5388,Single Family
220950,2022,09/20/2023,Greenwich,WOODLAND DRIVE 0028 UNB,468370.0,914000.0,0.5124,Condo
220336,2022,05/08/2023,Wallingford,112C HARVEST HILL,85500.0,175000.0,0.4885,Condo
221000003,2022,10/03/2022,Woodbury,138 QUANOPAUG TRAIL,450880.0,790000.0,0.5707,Single Family
220105,2022,11/09/2022,Wallingford,311A SOUTH ELM ST,34900.0,60000.0,0.5816,Condo
220172,2022,05/08/2023,Ledyard,35 BARTON LN,189280.0,480000.0,0.3943,Single Family
2201512,2022,09/07/2023,Stamford,30 GLENBROOK ROAD #3B,134100.0,300000.0,0.447,Condo
220770,2022,07/11/2023,Hamden,25 HAMDEN HILLS DR U15,164640.0,330000.0,0.4989,Condo
22033,2022,05/09/2023,Eastford,146 CRYSTAL POND RD,249400.0,550000.0,0.4534,Single Family
220021,2022,10/05/2022,Bridgeport,101 PEARSALL WAY,318370.0,780750.0,0.4077,Single Family
220126,2022,12/15/2022,Newington,84 AUGUSTA DR,154530.0,225000.0,0.6868,Single Family
220207,2022,08/01/2023,Rocky Hill,3 WASHINGTON STREET,65940.0,146000.0,0.4516,Single Family
220137,2022,11/17/2022,West Hartford,59 SYCAMORE ROAD,646590.0,950010.0,0.6806,Single Family
2255,2022,11/21/2022,North Haven,20 NEWBURY CT,278430.0,447880.0,0.6217,Condo
220171,2022,09/15/2023,Old Lyme,16 LEE DR,217400.0,455000.0,0.4778,Single Family
220636,2022,04/21/2023,Norwalk,124 GILLIES LANE UNIT 5-10,176500.0,364000.0,0.4848,Condo
222201,2022,07/24/2023,Bridgeport,114 CHARLES ST #116,190330.0,420000.0,0.4532,Three Family
2201582,2022,09/19/2023,Stamford,0 HARBOR DRIVE DOCK L22,20160.0,23000.0,0.8765,Condo
2200034,2022,10/27/2022,New Milford,66 HILLTOP VIEW RD,232470.0,450000.0,0.5166,Single Family
22038,2022,12/22/2022,Burlington,232 MONCE RD - UNIT 5,71820.0,164000.0,0.4379,Condo
220386,2022,06/23/2023,Groton,102 MITCHELL ST,147350.0,220000.0,0.6698,Single Family
22506,2022,09/27/2023,Middlebury,2006 STRAITS TPKE,174000.0,333000.0,0.5225,Single Family
221064,2022,05/11/2023,Bridgeport,58 VILLAGE LANE,194220.0,410000.0,0.4737,Single Family
2200381,2022,07/10/2023,New Milford,24 SHERWOOD DR,178070.0,406000.0,0.4386,Single Family
220259,2022,01/19/2023,Stratford,53B BLACKHAWK LANE,165410.0,525000.0,0.315,Condo
220236,2022,12/21/2022,Hartford,17 MORNINGSIDE ST WEST,54243.0,114000.0,0.4758,Single Family
22032,2022,11/01/2022,Wilton,46 SAUNDERS DR,344260.0,540000.0,0.6375,Single Family
2201465,2022,08/29/2023,Stamford,70 STRAWBERRY HILL AVE #2-3C,104210.0,222000.0,0.4694,Condo
220571,2022,06/01/2023,West Haven,18 GEORGE ST,143290.0,250000.0,0.5731,Two Family
2200008,2022,10/04/2022,East Haven,560 SILVER SANDS RD #902,176330.0,315200.0,0.5594,Condo
220008,2022,10/11/2022,Plainville,40 HUGHES ST,135030.0,148720.0,0.9079,Single Family
220026,2022,10/28/2022,Wolcott,11 VILLAGE DR,250360.0,179550.0,1.3944,Single Family
22003,2022,10/04/2022,Derby,59 GROVE AVE,126490.0,320000.0,0.3952,Single Family
220519,2022,08/25/2023,Shelton,3 STONE HOUSE RD,385420.0,739000.0,0.5215,Single Family
220170,2022,06/06/2023,Colchester,90 VAN CEDARFIELD RD,203200.0,375000.0,0.5419,Single Family
2200002,2022,10/05/2022,Plymouth,353 SOUTH STREET,129780.0,300000.0,0.4326,Single Family
220328,2022,08/31/2023,Avon,136 JUNIPER DRIVE,246680.0,564000.0,0.4374,Single Family
220249,2022,01/03/2023,West Hartford,18 ROBIN ROAD #1,136430.0,225000.0,0.6063,Condo
220205,2022,03/16/2023,Windsor,75 EASTVIEW DR,185010.0,360000.0,0.5139,Single Family
221678,2022,09/12/2023,Waterbury,1997 BALDWIN ST,65750.0,225000.0,0.2922,Single Family
220170,2022,12/05/2022,Stratford,35 KASPER CIRCLE,136290.0,275000.0,0.4956,Single Family
220211,2022,03/17/2023,Trumbull,11 VALLEY VIEW ROAD,274260.0,520000.0,0.5274,Single Family
220145,2022,12/14/2022,Wallingford,208 POND HILL RD,166800.0,325000.0,0.5132,Single Family
220975,2022,07/20/2023,Norwalk,97 WEST NORWALK ROAD  UNIT 17,256590.0,475000.0,0.5401,Condo
220338,2022,12/06/2022,Branford,25 BAYPATH WAY,101900.0,150000.0,0.6793,Condo
22015,2022,10/24/2022,Orange,493 RIDGE RD,213800.0,403000.0,0.5305,Single Family
22119,2022,04/10/2023,Wilton,177 WESTPORT RD,881860.0,1612000.0,0.547,Single Family
220919,2022,09/07/2023,New Haven,75 PERKINS ST,145530.0,300000.0,0.4851,Two Family
220182,2022,05/17/2023,Ledyard,17 NAOMI DR,66080.0,132200.0,0.4998,Single Family
221041,2022,08/01/2023,Norwalk,61 OSBORNE AVENUE UNIT A,326870.0,650000.0,0.5028,Condo
221037,2022,05/05/2023,Bridgeport,7 MANHATTAN #9,215240.0,209150.0,1.0291,Three Family
220084,2022,11/21/2022,Vernon,1158 HARTFORD TPKE UNIT 48,136980.0,280000.0,0.4892,Condo
220292,2022,01/05/2023,Milford,24 EDGEMONT RD,198000.0,335000.0,0.591,Single Family
22051,2022,01/27/2023,Haddam,62 JACOBY RD,263060.0,602500.0,0.4366,Single Family
220066,2022,12/19/2022,Bloomfield,99 SUTTON PL,52010.0,122000.0,0.4263,Condo
220327,2022,02/03/2023,Hamden,331 DEERFIELD DR,160440.0,382000.0,0.42,Single Family
220239,2022,06/26/2023,East Lyme,68 OAKWOOD,146300.0,300000.0,0.4876,Single Family
220185,2022,11/02/2022,Bridgeport,90 PLEASANTVIEW AVE,126390.0,190000.0,0.6652,Condo
220698,2022,09/06/2023,Branford,15 SYBIL CREEK PL,315900.0,607500.0,0.52,Single Family
220227,2022,01/09/2023,Greenwich,53 MEAD AVENUE,375130.0,625000.0,0.6002,Single Family
220427,2022,03/20/2023,Hamden,35 COOUNTRY CLUB DR,192710.0,400000.0,0.4817,Single Family
2222167,2022,06/28/2023,Ansonia,55 PRINDLE AVE,163310.0,275000.0,0.5938,Single Family
220281,2022,06/06/2023,Westport,10 WOODCOCK LANE,490600.0,900000.0,0.5451,Single Family
220026,2022,11/14/2022,Old Lyme,30 OLD COLONY RD,204100.0,178333.0,1.1444,Single Family
220545,2022,05/02/2023,Hamden,19 HARTFORD TPK,466200.0,1235000.0,0.3774,Single Family
220566,2022,08/03/2023,Enfield,8 SPARKLE ST,162300.0,319200.0,0.5084,Single Family
2200118,2022,06/05/2023,New Fairfield,60 BALL POND RD EAST,189900.0,735000.0,0.2583,Single Family
22000334,2022,08/01/2023,Cheshire,17 CURRIER PL,123210.0,305000.0,0.4039,Condo
220446,2022,08/01/2023,Groton,28 SPRING ST,489020.0,1185000.0,0.4127,Single Family
22050,2022,04/13/2023,Lebanon,236 GEER RD,139060.0,350000.0,0.3973,Single Family
221103,2022,08/21/2023,Southington,70 BROOKFIELD CT,468710.0,1020000.0,0.4595,Single Family
2200062,2022,10/07/2022,Stamford,8 HOLLOW OAK LANE,424370.0,725000.0,0.5853,Single Family
220138,2022,11/18/2022,West Hartford,165 ELMFIELD STREET,136080.0,285000.0,0.4774,Single Family
220574,2022,04/26/2023,Milford,118 FIFTH AVE,394800.0,550000.0,0.7178,Single Family
220017,2022,12/09/2022,Durham,31 LEXINGTON PL UNIT C-7,125650.0,215000.0,0.5844,Condo
220349,2022,09/08/2023,Wethersfield,78 CONCORD CIR,131870.0,305000.0,0.4323,Single Family
220067,2022,12/01/2022,New London,272 CONNECTICUT AVE,97790.0,125900.0,0.7767,Two Family
220239,2022,02/21/2023,Wallingford,135 COUNTRY CLUB LN,147500.0,300000.0,0.4916,Single Family
22001,2022,10/11/2022,Ashford,483 NORTH RD,168910.0,465000.0,0.3632,Single Family
220917,2022,04/05/2023,Bridgeport,183 LIVINGSTON PL UNIT #6,40900.0,97000.0,0.4216,Condo
221201,2022,07/06/2023,Fairfield,68 MORITZ PLACE,335650.0,660000.0,0.5085,Single Family
2200504,2022,09/28/2023,New Milford,322 WILLOW SPRINGS,136500.0,297000.0,0.4596,Condo
220091,2022,06/23/2023,Prospect,21 LAURA AVE,131020.0,310000.0,0.4226,Single Family
220303,2022,06/20/2023,Westport,69 NEWTOWN TURNPIKE,449000.0,1400000.0,0.3207,Single Family
2200884,2022,05/02/2023,Stamford,180 COLONIAL ROAD #B3,211555.0,373000.0,0.5671,Condo
220110,2022,04/05/2023,Suffield,1060 S GRAND ST,189000.0,304600.0,0.6204,Single Family
220376,2022,02/09/2023,Milford,300 MEADOWSIDE RD #308,96780.0,190000.0,0.5093,Condo
220342,2022,09/20/2023,Wolcott,2 PARK AVE #2,106920.0,194000.0,0.5511,Condo
220568,2022,09/22/2023,Shelton,33 PATRIOT TRL,383740.0,655900.0,0.585,Condo
220484,2022,06/27/2023,Enfield,8 ST THOMAS ST,162600.0,240000.0,0.6775,Single Family
221396,2022,09/06/2023,Fairfield,1000 KNAPPS HIGHWAY  UNIT 7,100800.0,222500.0,0.453,Condo
2200116,2022,12/15/2022,East Hartford,29 BELLEW RD,190760.0,294900.0,0.6468,Single Family
220285,2022,07/31/2023,New Canaan,265 JELLIFF MILL RD,771750.0,1502500.0,0.5136,Single Family
220474,2022,04/27/2023,Stratford,115 SHORT BEACH ROAD UNIT A109,70210.0,105000.0,0.6686,Condo
220226,2022,04/24/2023,Vernon,101 DAVIS AVE,132110.0,185000.0,0.7141,Single Family
22000405,2022,09/07/2023,Cheshire,82 JINNY HILL RD,263410.0,515000.0,0.5114,Single Family
220868,2022,08/07/2023,Hamden,28 DIX ST,119910.0,230000.0,0.5213,Two Family
220272,2022,01/04/2023,Hartford,234 CORNWALL ST,105069.0,300000.0,0.3502,Two Family
22010,2022,11/07/2022,Canterbury,102 TRACY RD,124800.0,187392.0,0.6659,Single Family
2200016,2022,10/18/2022,New Milford,52 OLD FARMS CONDO,115850.0,230000.0,0.5037,Condo
2200314,2022,04/25/2023,Naugatuck,444 HORTON HILL RD,153300.0,350000.0,0.438,Single Family
220052,2022,11/22/2022,Windham,27 HALEY LA,15890.0,55000.0,0.2889,Single Family
220085,2022,12/19/2022,Killingly,31 GENDREAU DRIVE,114800.0,275000.0,0.4174,Single Family
220208,2022,11/29/2022,Milford,31 CLINTON ST,535280.0,1065000.0,0.5026,Single Family
220088,2022,10/28/2022,West Hartford,90 KANE STREET UNIT B-4,66990.0,115000.0,0.5825,Condo
22160,2022,05/09/2023,Darien,39 HALE LANE,324240.0,640000.0,0.5066,Condo
2200411,2022,07/28/2023,New Milford,38 PUTNAM RD,221820.0,232500.0,0.954,Single Family
221040,2022,08/31/2023,Milford,50 GREENVIEW LN,117460.0,245000.0,0.4794,Condo
22009,2022,12/12/2022,Marlborough,25 PAPERMILL RD,383150.0,650000.0,0.5894,Single Family
220123,2022,04/24/2023,East Windsor,115 WELLS ST,99470.0,352000.0,0.2825,Single Family
220220,2022,03/13/2023,Newington,78 CYPRESS RD,97900.0,200000.0,0.4895,Condo
2200053,2022,04/25/2023,Killingworth,IRON WORKS ROAD (37-23),9660.0,325000.0,0.0297,Single Family
22272,2022,07/11/2023,North Haven,6 CONHURST DR,265760.0,645000.0,0.412,Single Family
220296,2022,01/04/2023,Milford,155 BOTSFORD AVE,211400.0,410000.0,0.5156,Single Family
220618,2022,05/03/2023,Hartford,119 PALM ST,62622.0,260000.0,0.2408,Single Family
22050,2022,11/17/2022,Southbury,77 B HERITAGE VILLAGE,288020.0,415900.0,0.6925,Condo
22143,2022,05/24/2023,Monroe,64 SENIOR DRIVE UNIT #64,73900.0,169000.0,0.4372,Condo
2201321,2022,07/31/2023,Stamford,255 STRAWBERRY HILL AVE # F12,209405.0,410000.0,0.5107,Condo
220033,2022,11/01/2022,Wolcott,20 WOLF HILL RD #5-B,118650.0,221000.0,0.5368,Condo
220261,2022,03/08/2023,Wallingford,214 NORTH CHERRY ST,129600.0,230000.0,0.5634,Single Family
220603,2022,06/06/2023,Norwich,57 HAMILTON AVE,89600.0,115000.0,0.7791,Single Family
220155,2022,08/02/2023,Oxford,29 OAKWOOD DRIVE,234800.0,590000.0,0.3979,Single Family
2273,2022,12/06/2022,North Haven,38 NEWBURY CT,0.0,490645.0,0.0,Condo
220120,2022,09/12/2023,Prospect,23 LAURA AVE,128760.0,300000.0,0.4292,Single Family
220556,2022,06/14/2023,Torrington,200 THE WAY,230230.0,625000.0,0.3683,Single Family
220674,2022,05/26/2023,Milford,51 EAST BROADWAY #A,124330.0,240000.0,0.518,Condo
220343,2022,01/27/2023,Milford,64 MAYFLOWER PL,198570.0,315000.0,0.6303,Single Family
220092,2022,11/04/2022,Hamden,84 EAST GATE LA U84,101430.0,175000.0,0.5796,Condo
220259,2022,04/03/2023,Groton,1342 NORTH RD,107940.0,217000.0,0.4974,Single Family
2200392,2022,06/21/2023,Naugatuck,16 NEW ST,189070.0,340000.0,0.556,Three Family
2200174,2022,07/18/2023,Plymouth,14 STEVEN STREET,156730.0,265000.0,0.5914,Single Family
220006,2022,10/04/2022,Wethersfield,99 JORDAN LN,98730.0,189000.0,0.5223,Single Family
220519,2022,03/02/2023,Fairfield,339 BRONSON ROAD,666960.0,1100000.0,0.6063,Single Family
221090,2022,08/15/2023,Norwalk,7 POSSUM CIRCLE,379690.0,755000.0,0.5029,Single Family
221471,2022,07/31/2023,Waterbury,47 TEMPLE ST,62178.0,220000.0,0.2826,Single Family
220153,2022,12/19/2022,Enfield,47 SPIER AVE,145700.0,270000.0,0.5396,Single Family
220592,2022,06/12/2023,West Hartford,6 OLD OAK ROAD,221380.0,400000.0,0.5534,Single Family
220927,2022,04/04/2023,Waterbury,267 COURTLAND AVE,91610.0,220000.0,0.4164,Single Family
22000202,2022,04/14/2023,Cheshire,53 FLAGLER AVE,160430.0,410000.0,0.3912,Single Family
221718,2022,03/27/2023,Manchester,179 HOMESTEAD STREET UNIT G7,53800.0,93000.0,0.5784,Condo
220298,2022,07/14/2023,Litchfield,129 HEADQUARTERS RD,384520.0,850000.0,0.4523,Single Family
220433,2022,03/07/2023,Milford,14 LAUREL AVE,396040.0,875000.0,0.4526,Single Family
220231,2022,05/02/2023,New London,32 SUMMIT AVE,103320.0,270000.0,0.3826,Single Family
22000303,2022,07/06/2023,Cheshire,1307 MARION RD,183910.0,600000.0,0.3065,Single Family
220173,2022,06/01/2023,Rocky Hill,10 EVERGREEN PLACE,115080.0,285000.0,0.4037,Condo
2200170,2022,07/11/2023,Plymouth,256 MAIN STREET,125020.0,224000.0,0.5581,Single Family
220050,2022,10/24/2022,Norwich,244 HICKORY ST,85100.0,220000.0,0.3868,Two Family
221912,2022,06/30/2023,Manchester,175 WELLS STREET,146000.0,255500.0,0.5714,Single Family
222050,2022,06/16/2023,Bridgeport,89 EDNA AVE,136860.0,389000.0,0.3518,Single Family
220414,2022,08/04/2023,Trumbull,14 ASCOLESE ROAD,283220.0,585000.0,0.4841,Two Family
2200169,2022,02/27/2023,East Haven,62 VAN HORN DR,126140.0,255000.0,0.4946,Single Family
22330,2022,06/12/2023,Old Saybrook,351 MAIN ST,236500.0,580000.0,0.4077,Single Family
220547,2022,05/26/2023,Branford,38 WEST VILLAGE CT,156400.0,360000.0,0.4344,Condo
220151,2022,04/20/2023,Brookfield,5 MUDRY FARM RD,499960.0,820000.0,0.6097,Single Family
221524,2022,08/09/2023,Waterbury,60 BOUFFARD AVE,95243.0,230000.0,0.4141,Single Family
